"","subject","trial","item","category","supercategory","PosOr","answercode","correct","correct_manual","answer_auto_jaro","correct_auto_jaro","word","word.c","letters.01","timing.01"
"2531",18,131,"couch","Sitzen","Möbel",4,"correct","1",1,"correct",1,"COUCHEnter","COUCH","C",1793
"2532",18,132,"ventilator","Filler","Filler",3,"correct","1",1,"correct",1,"VENTILATOREnter","VENTILATOR","V",2940
"2533",18,133,"schwan","Vögel","Tiere",3,"correct","1",1,"correct",1,"SCHWANEnter","SCHWAN","S",958
"2534",18,134,"hocker","Sitzen","Möbel",5,"first_letter_incorrect","NA",0,"first_letter_error",0,"KOCBackspaceBackspaceBackspaceHOCKEREnter","HOCKER","K",1295
"2535",18,135,"hochhaus","Gebäude","Misc II",4,"correct","1",1,"correct",1,"HOCHHAUSEnter","HOCHHAUS","H",2018
"2536",18,136,"ente","Vögel","Tiere",4,"correct","1",1,"correct",1,"ENTEEnter","ENTE","E",1084
"2537",18,137,"schwert","Filler","Filler",4,"correct","1",1,"correct",1,"SCHWERTEnter","SCHWERT","S",884
"2538",18,138,"tempel","Gebäude","Misc II",5,"isna","NA",0,"isna",0,"NA","NA","P",2943
"2539",18,139,"parfum","Filler","Filler",5,"correct","1",1,"correct",1,"PARFUMEnter","PARFUM","P",1767
"2540",18,140,"strauss","Vögel","Tiere",5,"almostcorrect","1",1,"correctedtocorrect",1,"STRAU?BackspaceSSEnter","STRAUSS","S",1680
"2541",18,141,"löwe","Raubtiere","Tiere",1,"correct","1",1,"correct",1,"LÖWEEnter","LÖWE","L",1169
"2542",18,142,"löffel","Kochen","Werkzeug",1,"correct","1",1,"correct",1,"LÖFFELEnter","LÖFFEL","L",1468
"2543",18,143,"kassette","Filler","Filler",1,"correct","1",1,"correct",1,"KASSETTE ","KASSETTE","K",1088
"2544",18,144,"pfeife","Filler","Filler",2,"correct","1",1,"correct",1,"PFEIFE ","PFEIFE","P",1245
"2545",18,145,"panther","Raubtiere","Tiere",2,"correct","1",1,"correct",1,"PANTHER ","PANTHER","P",1023
"2546",18,146,"ohrring","Schmuck","Kleidung",1,"correct","1",1,"correct",1,"OHRRINGEnter","OHRRING","O",3426
"2547",18,147,"gabel","Kochen","Werkzeug",2,"correct","1",1,"correct",1,"GABEL ","GABEL","G",2115
"2548",18,148,"bär","Raubtiere","Tiere",3,"correct","1",1,"correct",1,"BÄR ","BÄR","B",990
"2549",18,149,"ring","Schmuck","Kleidung",2,"correct","1",1,"correct",1,"RING ","RING","R",941
"2550",18,150,"badewanne","Filler","Filler",3,"correct","1",1,"correct",1,"BADEWANNE ","BADEWANNE","B",1092
"2551",18,151,"schneebesen","Kochen","Werkzeug",3,"correct","1",1,"correct",1,"SCHNEEBESEN ","SCHNEEBESEN","S",1491
"2552",18,152,"kette","Schmuck","Kleidung",3,"correct","1",1,"correct",1,"KETTE ","KETTE","K",1229
"2553",18,153,"glocke","Filler","Filler",4,"correct","1",1,"correct",1,"GLOCKE ","GLOCKE","G",1081
"2554",18,154,"messer","Kochen","Werkzeug",4,"correct","1",1,"correct",1,"MESSER ","MESSER","M",948
"2555",18,155,"armband","Schmuck","Kleidung",4,"almostcorrect","1",1,"alternative_corrected",1,"ARMKETTE ","ARMKETTE","A",1901
"2556",18,156,"leopard","Raubtiere","Tiere",4,"correct","1",1,"correct",1,"LEOPARD ","LEOPARD","L",2527
"2557",18,157,"kelle","Kochen","Werkzeug",5,"semantic_relation","NA",0,"not_correct",0,"LÖFFEL ","LÖFFEL","L",2264
"2558",18,158,"brosche","Schmuck","Kleidung",5,"almostcorrect","1",1,"alternative_corrected",1,"SCHMUCK ","SCHMUCK","S",1845
"2559",18,159,"tiger","Raubtiere","Tiere",5,"correct","1",1,"correct",1,"TIGER ","TIGER","T",1198
"2560",18,160,"zigarette","Filler","Filler",5,"correct","1",1,"correct",1,"ZIGARETTE ","ZIGARETTE","Z",1202
"2561",19,1,"trauben","Obst","Lebensmittel",1,"almostcorrect","1",1,"alternative_corrected",1,"TRAUBEEnter","TRAUBE","T",1036
"2562",19,2,"spinne","Insekten","Tiere",1,"correct","1",1,"correct",1,"SPINNEEnter","SPINNE","S",1074
"2563",19,3,"flasche","Trinkgefässe","Misc II",1,"correct","1",1,"correct",1,"FLASCHEEnter","FLASCHE","F",1110
"2564",19,4,"apfel","Obst","Lebensmittel",2,"correct","1",1,"correct",1,"APFELEnter","APFEL","A",780
"2565",19,5,"marienkäfer","Insekten","Tiere",2,"correct","1",1,"correct",1,"MARIENKÄFEREnter","MARIENKÄFER","M",1135
"2566",19,6,"fenster","Filler","Filler",1,"correct","1",1,"correct",1,"FENSTEREnter","FENSTER","F",1261
"2567",19,7,"kirsche","Obst","Lebensmittel",3,"correct","1",1,"correct",1,"KIRSCHEEnter","KIRSCHE","K",1349
"2568",19,8,"fliege","Insekten","Tiere",3,"correct","1",1,"correct",1,"FLIEGEEnter","FLIEGE","F",3057
"2569",19,9,"kanne","Trinkgefässe","Misc II",2,"correct","1",1,"correct",1,"KANNEEnter","KANNE","K",1178
"2570",19,10,"birne","Obst","Lebensmittel",4,"correct","1",1,"correct",1,"BIRNEEnter","BIRNE","B",1191
"2571",19,11,"ameise","Insekten","Tiere",4,"correct","1",1,"correct",1,"AMEISEEnter","AMEISE","A",1387
"2572",19,12,"zigarette","Filler","Filler",2,"almostcorrect","1",1,"correctedtocorrect",1,"ZIGATBackspaceRETTEEnter","ZIGARETTE","Z",1201
"2573",19,13,"banane","Obst","Lebensmittel",5,"correct","1",1,"correct",1,"BANANEEnter","BANANE","B",1031
"2574",19,14,"becher","Trinkgefässe","Misc II",3,"correct","1",1,"correct",1,"BECHEREnter","BECHER","B",944
"2575",19,15,"kerze","Filler","Filler",3,"correct","1",1,"correct",1,"KERZEEnter","KERZE","K",1159
"2576",19,16,"biene","Insekten","Tiere",5,"correct","1",1,"correct",1,"BIENEEnter","BIENE","B",938
"2577",19,17,"tasse","Trinkgefässe","Misc II",4,"correct","1",1,"correct",1,"TASSEEnter","TASSE","T",957
"2578",19,18,"schwert","Filler","Filler",4,"correct","1",1,"correct",1,"SCHWERTEnter","SCHWERT","S",927
"2579",19,19,"ventilator","Filler","Filler",5,"correct","1",1,"correct",1,"VENTILATOREnter","VENTILATOR","V",2052
"2580",19,20,"glas","Trinkgefässe","Misc II",5,"correct","1",1,"correct",1,"GLASEnter","GLAS","G",1023
"2581",19,21,"arztkittel","Jacken","Kleidung",1,"almostcorrect","1",1,"alternative_corrected",1,"KITTELEnter","KITTEL","K",1672
"2582",19,22,"paprika","Gemüse","Lebensmittel",1,"correct","1",1,"correct",1,"PAPRIKAEnter","PAPRIKA","P",1799
"2583",19,23,"schaufel","Bauernhof","Werkzeug",1,"correct","1",1,"correct",1,"SCHAUFELEnter","SCHAUFEL","S",959
"2584",19,24,"käfig","Filler","Filler",1,"correct","1",1,"correct",1,"KÄFIGEnter","KÄFIG","K",1442
"2585",19,25,"briefmarke","Filler","Filler",2,"correct","1",1,"correct",1,"BRIEFMARKEEnter","BRIEFMARKE","B",1375
"2586",19,26,"gurke","Gemüse","Lebensmittel",2,"correct","1",1,"correct",1,"GURKEEnter","GURKE","G",1451
"2587",19,27,"schwamm","Filler","Filler",3,"correct","1",1,"correct",1,"SCHWAMMEnter","SCHWAMM","S",846
"2588",19,28,"puppe","Filler","Filler",4,"correct","1",1,"correct",1,"PUPPEEnter","PUPPE","P",1361
"2589",19,29,"kapuzenpulli","Jacken","Kleidung",2,"almostcorrect","1",1,"alternative_corrected",1,"PULLIEnter","PULLI","P",2364
"2590",19,30,"sense","Bauernhof","Werkzeug",2,"almostcorrect","1",1,"correctedtocorrect",1,"SENESBackspaceBackspaceSEEnter","SENSE","S",1354
"2591",19,31,"brille","Filler","Filler",5,"correct","1",1,"correct",1,"BRILLEEnter","BRILLE","B",971
"2592",19,32,"brokkoli","Gemüse","Lebensmittel",3,"correct","1",1,"correct",1,"BROKKOLIEnter","BROKKOLI","B",1070
"2593",19,33,"axt","Bauernhof","Werkzeug",3,"almostcorrect","1",1,"correctedtocorrect",1,"ACBackspaceXTEnter","AXT","A",1004
"2594",19,34,"sakko","Jacken","Kleidung",3,"almostcorrect","1",1,"alternative_corrected",1,"JACKETTEnter","JACKETT","J",2006
"2595",19,35,"kartoffel","Gemüse","Lebensmittel",4,"correct","1",1,"correct",1,"KARTOFFELEnter","KARTOFFEL","K",1151
"2596",19,36,"besen","Bauernhof","Werkzeug",4,"correct","1",1,"correct",1,"BESENEnter","BESEN","B",938
"2597",19,37,"pelzmantel","Jacken","Kleidung",4,"almostcorrect","1",1,"first_letter_error",0,"MANTELBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspacePELZEnter","PELZ","M",1337
"2598",19,38,"karotte","Gemüse","Lebensmittel",5,"correct","1",1,"correct",1,"KAROTTEEnter","KAROTTE","K",926
"2599",19,39,"säge","Bauernhof","Werkzeug",5,"correct","1",1,"correct",1,"SÄGEEnter","SÄGE","S",853
"2600",19,40,"daunenweste","Jacken","Kleidung",5,"semantic_relation","NA",0,"not_correct",0,"KABackspaceBackspaceBackspaceJACKEEnter","6JACKE","K",3558
"2601",19,41,"steckdose","Filler","Filler",1,"correct","1",1,"correct",1,"STECKDOSEEnter","STECKDOSE","S",2110
"2602",19,42,"burg","Gebäude","Misc II",1,"correct","1",1,"correct",1,"BURGEnter","BURG","B",1288
"2603",19,43,"strauss","Vögel","Tiere",1,"correct","1",1,"correct",1,"STRAUSSEnter","STRAUSS","S",1105
"2604",19,44,"bank","Sitzen","Möbel",1,"correct","1",1,"correct",1,"BANKEnter","BANK","B",1090
"2605",19,45,"hochhaus","Gebäude","Misc II",2,"almostcorrect","1",1,"approx_correct",1,"HCHHAUSEnter","HCHHAUS","H",1969
"2606",19,46,"ente","Vögel","Tiere",2,"correct","1",1,"correct",1,"ENTEEnter","ENTE","E",993
"2607",19,47,"stuhl","Sitzen","Möbel",2,"correct","1",1,"correct",1,"STUHLEnter","STUHL","S",1174
"2608",19,48,"tempel","Gebäude","Misc II",3,"unrelated_other","NA",0,"first_letter_error",0,"NEnter","N","N",4151
"2609",19,49,"schwan","Vögel","Tiere",3,"correct","1",1,"correct",1,"SCHWANEnter","SCHWAN","S",904
"2610",19,50,"parfum","Filler","Filler",2,"correct","1",1,"correct",1,"PARFUMEnter","PARFUM","P",1430
"2611",19,51,"kirche","Gebäude","Misc II",4,"correct","1",1,"correct",1,"KIRCHEEnter","KIRCHE","K",2535
"2612",19,52,"couch","Sitzen","Möbel",3,"almostcorrect","1",1,"alternative_corrected",1,"SOFAEnter","SOFA","S",1797
"2613",19,53,"taube","Vögel","Tiere",4,"correct","1",1,"correct",1,"TAUBEEnter","TAUBE","T",1218
"2614",19,54,"kopfkissen","Filler","Filler",3,"almostcorrect","1",1,"alternative_corrected",1,"KISEBackspaceSENEnter","KISSEN","K",881
"2615",19,55,"sessel","Sitzen","Möbel",4,"correct","1",1,"correct",1,"SESSELEnter","SESSEL","S",1279
"2616",19,56,"schloss","Gebäude","Misc II",5,"almostcorrect","1",1,"first_letter_error",0,"BURBackspaceBackspaceBackspaceBackspaceSCHLOSSEnter","6SCHLOSS","B",1372
"2617",19,57,"kopfhörer","Filler","Filler",4,"isna","NA",0,"isna",0,"NA","NA","K",1026
"2618",19,58,"hocker","Sitzen","Möbel",5,"correct","1",1,"correct",1,"HOCKEREnter","HOCKER","H",2162
"2619",19,59,"kassette","Filler","Filler",5,"almostcorrect","1",1,"approx_correct",1,"KASETTEEnter","KASETTE","K",970
"2620",19,60,"eule","Vögel","Tiere",5,"correct","1",1,"correct",1,"EULEEnter","EULE","E",1317
"2621",19,61,"ring","Schmuck","Kleidung",1,"correct","1",1,"correct",1,"RINGEnter","RING","R",876
"2622",19,62,"löwe","Raubtiere","Tiere",1,"almostcorrect","1",1,"correctedtocorrect",1,"LÖRBackspaceWEEnter","LÖWE","L",929
"2623",19,63,"glocke","Filler","Filler",1,"correct","1",1,"correct",1,"GLOCKEEnter","GLOCKE","G",1718
"2624",19,64,"kette","Schmuck","Kleidung",2,"correct","1",1,"correct",1,"KETTEEnter","KETTE","K",1030
"2625",19,65,"messer","Kochen","Werkzeug",1,"correct","1",1,"correct",1,"MESSEREnter","MESSER","M",1142
"2626",19,66,"badewanne","Filler","Filler",2,"correct","1",1,"correct",1,"BADEWANNEEnter","BADEWANNE","B",1390
"2627",19,67,"brosche","Schmuck","Kleidung",3,"correct","1",1,"correct",1,"BROSCHEEnter","BROSCHE","B",1601
"2628",19,68,"schneebesen","Kochen","Werkzeug",2,"correct","1",1,"correct",1,"SCHNEEBESENEnter","SCHNEEBESEN","S",1171
"2629",19,69,"tiger","Raubtiere","Tiere",2,"first_letter_incorrect","NA",0,"first_letter_error",0,"RBackspaceTIGEREnter","TIGER","R",971
"2630",19,70,"fächer","Filler","Filler",3,"correct","1",1,"correct",1,"FÄCHEREnter","FÄCHER","F",965
"2631",19,71,"löffel","Kochen","Werkzeug",3,"correct","1",1,"correct",1,"LÖFFELEnter","LÖFFEL","L",1229
"2632",19,72,"panther","Raubtiere","Tiere",3,"correct","1",1,"correct",1,"PANTHEREnter","PANTHER","P",1154
"2633",19,73,"briefkasten","Filler","Filler",4,"correct","1",1,"correct",1,"BRIEFKASTENEnter","BRIEFKASTEN","B",1468
"2634",19,74,"kelle","Kochen","Werkzeug",4,"correct","1",1,"correct",1,"KELLEEnter","KELLE","K",1138
"2635",19,75,"leopard","Raubtiere","Tiere",4,"correct","1",1,"correct",1,"LEOPARDEnter","LEOPARD","L",1027
"2636",19,76,"armband","Schmuck","Kleidung",4,"correct","1",1,"correct",1,"ARMBANDEnter","ARMBAND","A",1108
"2637",19,77,"würfel","Filler","Filler",5,"correct","1",1,"correct",1,"WÜRFELEnter","WÜRFEL","W",1172
"2638",19,78,"bär","Raubtiere","Tiere",5,"correct","1",1,"correct",1,"BÄREnter","BÄR","B",1947
"2639",19,79,"gabel","Kochen","Werkzeug",5,"correct","1",1,"correct",1,"GABELEnter","GABEL","G",1571
"2640",19,80,"ohrring","Schmuck","Kleidung",5,"correct","1",1,"correct",1,"OHRRINGEnter","OHRRING","O",2300
"2641",19,81,"delfin","Fische","Tiere",1,"first_letter_incorrect","NA",0,"first_letter_error",0,"FBackspaceDELFINEnter","DELFIN","F",1034
"2642",19,82,"kutsche","Strasse","Fortbewegungsmittel",1,"correct","1",1,"correct",1,"KUTSCHEEnter","KUTSCHE","K",1314
"2643",19,83,"regal","Aufbewahrung","Möbel",1,"correct","1",1,"correct",1,"REGALEnter","REGAL","R",1320
"2644",19,84,"goldfisch","Fische","Tiere",2,"almostcorrect","1",1,"alternative_corrected",1,"FISCHEnter","FISCH","F",934
"2645",19,85,"ball","Filler","Filler",1,"correct","1",1,"correct",1,"BALLEnter","BALL","B",1371
"2646",19,86,"kleiderschrank","Aufbewahrung","Möbel",2,"almostcorrect","1",1,"alternative_corrected",1,"SCHRANKEnter","SCHRANK","S",1117
"2647",19,87,"auto","Strasse","Fortbewegungsmittel",2,"correct","1",1,"correct",1,"AUTOEnter","AUTO","A",1111
"2648",19,88,"rochen","Fische","Tiere",3,"correct","1",1,"correct",1,"ROCHENEnter","ROCHEN","R",1774
"2649",19,89,"schublade","Aufbewahrung","Möbel",3,"correct","1",1,"correct",1,"SCHUBLADEEnter","SCHUBLADE","S",789
"2650",19,90,"kamera","Filler","Filler",2,"correct","1",1,"correct",1,"KAMERAEnter","KAMERA","K",1116
"2651",19,91,"aal","Fische","Tiere",4,"correct","1",1,"correct",1,"AALEnter","AAL","A",903
"2652",19,92,"motorrad","Strasse","Fortbewegungsmittel",3,"correct","1",1,"correct",1,"MOTORRADEnter","MOTORRAD","M",1293
"2653",19,93,"mikrofon","Filler","Filler",3,"isna","NA",0,"isna",0,"NA","NA","M",1573
"2654",19,94,"streichholz","Filler","Filler",4,"first_letter_incorrect","NA",0,"first_letter_error",0,"ONBackspaceBackspaceBackspaceSTREICHHOLZEnter","6STREICHHOLZ","O",NA
"2655",19,95,"lkw","Strasse","Fortbewegungsmittel",4,"correct","1",1,"correct",1,"LKWEnter","LKW","L",1222
"2656",19,96,"hai","Fische","Tiere",5,"correct","1",1,"correct",1,"HAIEnter","HAI","H",1216
"2657",19,97,"schachtel","Aufbewahrung","Möbel",4,"correct","1",1,"correct",1,"SCHACHTELEnter","SCHACHTEL","S",1534
"2658",19,98,"bus","Strasse","Fortbewegungsmittel",5,"correct","1",1,"correct",1,"BUSEnter","BUS","B",1378
"2659",19,99,"tafel","Filler","Filler",5,"correct","1",1,"correct",1,"TAFELEnter","TAFEL","T",1299
"2660",19,100,"safe","Aufbewahrung","Möbel",5,"correct","1",1,"correct",1,"SAFEEnter","SAFE","S",1371
"2661",19,101,"pfeife","Filler","Filler",1,"correct","1",1,"correct",1,"PFEIFEEnter","PFEIFE","P",1471
"2662",19,102,"zange","Heimwerker","Werkzeug",1,"correct","1",1,"correct",1,"ZANGEEnter","ZANGE","Z",1363
"2663",19,103,"ohr","Körperteile","Misc I",1,"correct","1",1,"correct",1,"OHREnter","OHR","O",1102
"2664",19,104,"eis","Süssigkeiten","Lebensmittel",1,"correct","1",1,"correct",1,"EISEnter","EIS","E",1154
"2665",19,105,"feile","Heimwerker","Werkzeug",2,"almostcorrect","1",1,"first_letter_error",0,"PFEILEEnter","PFEILE","P",1833
"2666",19,106,"hand","Körperteile","Misc I",2,"correct","1",1,"correct",1,"HANDEnter","HAND","H",1094
"2667",19,107,"kekse","Süssigkeiten","Lebensmittel",2,"correct","1",1,"correct",1,"KEKSEEnter","KEKSE","K",1262
"2668",19,108,"waage","Filler","Filler",2,"correct","1",1,"correct",1,"WAAGEEnter","WAAGE","W",1203
"2669",19,109,"schraubenzieher","Heimwerker","Werkzeug",3,"isna","NA",0,"isna",0,"NA","NA","S",2130
"2670",19,110,"bonbon","Süssigkeiten","Lebensmittel",3,"correct","1",1,"correct",1,"BONBONEnter","BONBON","B",887
"2671",19,111,"ampel","Filler","Filler",3,"correct","1",1,"correct",1,"AMPELEnter","AMPEL","A",868
"2672",19,112,"arm","Körperteile","Misc I",3,"correct","1",1,"correct",1,"ARMEnter","ARM","A",769
"2673",19,113,"kuchen","Süssigkeiten","Lebensmittel",4,"correct","1",1,"correct",1,"KUCHENEnter","KUCHEN","K",836
"2674",19,114,"hammer","Heimwerker","Werkzeug",4,"correct","1",1,"correct",1,"HAMMEREnter","HAMMER","H",1413
"2675",19,115,"bein","Körperteile","Misc I",4,"correct","1",1,"correct",1,"BEINEnter","BEIN","B",890
"2676",19,116,"schokolade","Süssigkeiten","Lebensmittel",5,"almostcorrect","1",1,"correctedtocorrect",1,"SCHOKOLAFBackspaceDEEnter","SCHOKOLADE","S",836
"2677",19,117,"mülleimer","Filler","Filler",4,"correct","1",1,"correct",1,"MÜLLEIMEREnter","MÜLLEIMER","M",1079
"2678",19,118,"bohrmaschine","Heimwerker","Werkzeug",5,"first_letter_incorrect","NA",0,"first_letter_error",0,"NBackspaceBOHREREnter","BOHRER","N",1423
"2679",19,119,"schornstein","Filler","Filler",5,"correct","1",1,"correct",1,"SCHORNSTEINEnter","SCHORNSTEIN","S",1356
"2680",19,120,"fuss","Körperteile","Misc I",5,"correct","1",1,"correct",1,"FUSSEnter","FUSS","F",999
"2681",19,121,"luftballon","Filler","Filler",1,"almostcorrect","1",1,"alternative_corrected",1,"BALLONEnter","BALLON","B",909
"2682",19,122,"pferd","Huftiere","Tiere",1,"correct","1",1,"correct",1,"PFERDEnter","PFERD","P",974
"2683",19,123,"schlagzeug","Instrumente","Misc I",1,"almostcorrect","1",1,"correctedtocorrect",1,"SCHLAFBackspaceGZEUGEnter","SCHLAGZEUG","S",959
"2684",19,124,"löwenzahn","Blumen","Misc II",1,"correct","1",1,"correct",1,"LÖWENZAHNEnter","LÖWENZAHN","L",1213
"2685",19,125,"kuh","Huftiere","Tiere",2,"correct","1",1,"correct",1,"KUHEnter","KUH","K",957
"2686",19,126,"harfe","Instrumente","Misc I",2,"correct","1",1,"correct",1,"HARFEEnter","HARFE","H",1107
"2687",19,127,"tulpe","Blumen","Misc II",2,"semantic_relation","NA",0,"not_correct",0,"BLUMEEnter","BLUME","B",927
"2688",19,128,"bürste","Filler","Filler",2,"first_letter_incorrect","NA",0,"first_letter_error",0,"NBackspaceBackspaceBÜRSTEEnter","6BÜRSTE","N",1604
"2689",19,129,"reh","Huftiere","Tiere",3,"correct","1",1,"correct",1,"REHEnter","REH","R",1689
"2690",19,130,"sonnenblume","Blumen","Misc II",3,"first_letter_incorrect","NA",0,"first_letter_error",0,"BBackspaceBackspaceSONNENBLUMEEnter","6SONNENBLUME","B",1134
"2691",19,131,"geige","Instrumente","Misc I",3,"correct","1",1,"correct",1,"GEIGEEnter","GEIGE","G",1364
"2692",19,132,"schaf","Huftiere","Tiere",4,"correct","1",1,"correct",1,"SCHAFEnter","SCHAF","S",965
"2693",19,133,"pinsel","Filler","Filler",3,"correct","1",1,"correct",1,"PINSELEnter","PINSEL","P",1797
"2694",19,134,"rose","Blumen","Misc II",4,"correct","1",1,"correct",1,"ROSEEnter","ROSE","R",1437
"2695",19,135,"gitarre","Instrumente","Misc I",4,"correct","1",1,"correct",1,"GITARREEnter","GITARRE","G",1439
"2696",19,136,"cd","Filler","Filler",4,"correct","1",1,"correct",1,"CDEnter","CD","C",1130
"2697",19,137,"kamel","Huftiere","Tiere",5,"correct","1",1,"correct",1,"KAMELEnter","KAMEL","K",1129
"2698",19,138,"orchidee","Blumen","Misc II",5,"correct","1",1,"correct",1,"ORCHIDEEEnter","ORCHIDEE","O",1898
"2699",19,139,"schlüssel","Filler","Filler",5,"correct","1",1,"correct",1,"SCHLÜSSELEnter","SCHLÜSSEL","S",994
"2700",19,140,"klavier","Instrumente","Misc I",5,"correct","1",1,"correct",1,"KLAVIEREnter","KLAVIER","K",1088
"2701",19,141,"gondel","Wasser","Fortbewegungsmittel",1,"correct","1",1,"correct",1,"GONDELEnter","GONDEL","G",2338
"2702",19,142,"radiergummi","Büro","Werkzeug",1,"almostcorrect","1",1,"alternative_corrected",1,"RADIEREREnter","RADIERER","R",919
"2703",19,143,"kaffeemaschine","Küche","Möbel",1,"almostcorrect","1",1,"approx_correct",1,"KAFFEEMASCHNINEEnter","KAFFEEMASCHNINE","K",1103
"2704",19,144,"u-boot","Wasser","Fortbewegungsmittel",2,"unrelated_other","NA",0,"approx_correct",1,"U ","U","U",1430
"2705",19,145,"schere","Büro","Werkzeug",2,"first_letter_incorrect","NA",0,"first_letter_error",0,"OOBackspaceBackspaceBackspaceBackspaceSCHEREEnter","SCHERE","O",NA
"2706",19,146,"baby","Filler","Filler",1,"correct","1",1,"correct",1,"BABYEnter","BABY","B",914
"2707",19,147,"kühlschrank","Küche","Möbel",2,"correct","1",1,"correct",1,"KÜHLSCHRANKEnter","KÜHLSCHRANK","K",1470
"2708",19,148,"klammer","Büro","Werkzeug",3,"correct","1",1,"correct",1,"KLAMMEREnter","KLAMMER","K",1600
"2709",19,149,"lippenstift","Filler","Filler",2,"isna","NA",0,"isna",0,"NA","NA","L",1144
"2710",19,150,"kanu","Wasser","Fortbewegungsmittel",3,"almostcorrect","1",1,"alternative_corrected",1,"BOOTEnter","BOOT","B",1968
"2711",19,151,"mikrowelle","Küche","Möbel",3,"isna","NA",0,"isna",0,"NA","NA","M",3250
"2712",19,152,"spaghetti","Filler","Filler",3,"correct","1",1,"correct",1,"SPAGHETTIEnter","SPAGHETTI","S",1163
"2713",19,153,"fernglas","Filler","Filler",4,"correct","1",1,"correct",1,"FERNGLASEnter","FERNGLAS","F",1664
"2714",19,154,"herd","Küche","Möbel",4,"correct","1",1,"correct",1,"HERDEnter","HERD","H",1320
"2715",19,155,"yacht","Wasser","Fortbewegungsmittel",4,"correct","1",1,"correct",1,"YACHTEnter","YACHT","Y",1743
"2716",19,156,"bleistift","Büro","Werkzeug",4,"almostcorrect","1",1,"approx_correct",1,"BELISTIFTEnter","BELISTIFT","B",1589
"2717",19,157,"geschirrspüler","Küche","Möbel",5,"almostcorrect","1",1,"approx_alternative",1,"SPÜLMASCINEEnter","SPÜLMASCINE","S",1498
"2718",19,158,"segelschiff","Wasser","Fortbewegungsmittel",5,"almostcorrect","1",1,"alternative_corrected",1,"SEGELBOOTEnter","SEGELBOOT","S",1747
"2719",19,159,"lineal","Büro","Werkzeug",5,"correct","1",1,"correct",1,"LINEALEnter","LINEAL","L",1205
"2720",19,160,"teppich","Filler","Filler",5,"correct","1",1,"correct",1,"TEPPICHEnter","TEPPICH","T",1015
"2721",21,1,"reh","Huftiere","Tiere",1,"semantic_relation","NA",0,"not_correct",0,"TIEREnter","TIER","T",3138
"2722",21,2,"teppich","Filler","Filler",1,"correct","1",1,"correct",1,"TEPPICHEnter","TEPPICH","T",1038
"2723",21,3,"mülleimer","Filler","Filler",2,"correct","1",1,"correct",1,"MÜLLEIMEREnter","MÜLLEIMER","M",2106
"2724",21,4,"pferd","Huftiere","Tiere",2,"correct","1",1,"correct",1,"PFERDEnter","PFERD","P",977
"2725",21,5,"rose","Blumen","Misc II",1,"correct","1",1,"correct",1,"ROSEEnter","ROSE","R",1323
"2726",21,6,"harfe","Instrumente","Misc I",1,"correct","1",1,"correct",1,"HARFEEnter","HARFE","H",1085
"2727",21,7,"kuh","Huftiere","Tiere",3,"correct","1",1,"correct",1,"KUHEnter","KUH","K",910
"2728",21,8,"tulpe","Blumen","Misc II",2,"correct","1",1,"correct",1,"TULPEEnter","TULPE","T",1028
"2729",21,9,"gitarre","Instrumente","Misc I",2,"correct","1",1,"correct",1,"GITARREEnter","GITARRE","G",1059
"2730",21,10,"schlüssel","Filler","Filler",3,"correct","1",1,"correct",1,"SCHLÜSSELEnter","SCHLÜSSEL","S",953
"2731",21,11,"tafel","Filler","Filler",4,"almostcorrect","1",1,"correctedtocorrect",1,"TASBackspaceBackspaceAFELEnter","TAFEL","T",1966
"2732",21,12,"geige","Instrumente","Misc I",3,"almostcorrect","1",1,"correctedtocorrect",1,"GIBackspaceEIGEEnter","GEIGE","G",996
"2733",21,13,"sonnenblume","Blumen","Misc II",3,"correct","1",1,"correct",1,"SONNENBLUMEEnter","SONNENBLUME","S",964
"2734",21,14,"kamel","Huftiere","Tiere",4,"correct","1",1,"correct",1,"KAMELEnter","KAMEL","K",1320
"2735",21,15,"klavier","Instrumente","Misc I",4,"almostcorrect","1",1,"alternative_corrected",1,"PIANOEnter","PIANO","P",1540
"2736",21,16,"löwenzahn","Blumen","Misc II",4,"semantic_relation","NA",0,"not_correct",0,"SONNENBLUMEEnter","SONNENBLUME","S",1810
"2737",21,17,"schaf","Huftiere","Tiere",5,"correct","1",1,"correct",1,"SCHAFEnter","SCHAF","S",958
"2738",21,18,"kassette","Filler","Filler",5,"almostcorrect","1",1,"approx_correct",1,"KASETTEEnter","KASETTE","K",1995
"2739",21,19,"orchidee","Blumen","Misc II",5,"correct","1",1,"correct",1,"ORCHIDEEEnter","ORCHIDEE","O",2353
"2740",21,20,"schlagzeug","Instrumente","Misc I",5,"correct","1",1,"correct",1,"SCHLAGZEUGEnter","SCHLAGZEUG","S",1512
"2741",21,21,"ohr","Körperteile","Misc I",1,"correct","1",1,"correct",1,"OHREnter","OHR","O",962
"2742",21,22,"eis","Süssigkeiten","Lebensmittel",1,"correct","1",1,"correct",1,"EISEnter","EIS","E",918
"2743",21,23,"bohrmaschine","Heimwerker","Werkzeug",1,"almostcorrect","1",1,"approx_correct",1,"BOHRMASCHIENEEnter","BOHRMASCHIENE","B",1087
"2744",21,24,"briefkasten","Filler","Filler",1,"correct","1",1,"correct",1,"BRIEFKASTENEnter","BRIEFKASTEN","B",1617
